,protocol,measuredDate,createDate,updateDate,publishDate,organizationId,organizationName,siteId,siteName,countryName,countryCode,latitude,longitude,elevation,pid,mosquitohabitatmapperBreedingGroundEliminated,mosquitohabitatmapperExtraData,mosquitohabitatmapperAbdomenCloseupPhotoUrls,mosquitohabitatmapperMeasuredAt,mosquitohabitatmapperMeasurementElevation,mosquitohabitatmapperUserid,mosquitohabitatmapperLarvaeCount,mosquitohabitatmapperMosquitoEggs,mosquitohabitatmapperMosquitoEggCount,mosquitohabitatmapperGenus,mosquitohabitatmapperWaterSource,mosquitohabitatmapperMosquitoAdults,mosquitohabitatmapperSpecies,mosquitohabitatmapperComments,mosquitohabitatmapperMosquitoPupae,mosquitohabitatmapperWaterSourcePhotoUrls,mosquitohabitatmapperDataSource,mosquitohabitatmapperLarvaFullBodyPhotoUrls,mosquitohabitatmapperMeasurementLatitude,mosquitohabitatmapperLastIdentifyStage,mosquitohabitatmapperWaterSourceType,mosquitohabitatmapperMosquitoHabitatMapperId,mosquitohabitatmapperMeasurementLongitude
0,mosquito_habitat_mapper,2020-06-24,2020-07-20T19:20:09,2020-07-20T20:55:02,2020-10-15T22:26:50,17043304,United States of America Citizen Science,209881,17RMM828658,,,28.619109,-81.17595,20.7,163819786,True,,,2020-06-24T18:10:00,0,67207102,,,,,pond,,,,False,https://data.globe.gov/system/photos/2020/06/24/1778660/original.jpg,GLOBE Observer App,,28.6198,identify,still: lake/pond/swamp,24936,-81.1758
1,mosquito_habitat_mapper,2020-06-28,2020-07-20T19:20:10,2020-07-20T21:00:06,2020-10-15T22:26:50,17043304,United States of America Citizen Science,209886,17RMM832653,,,28.614601,-81.171851,17.5,163819791,True,,,2020-06-28T15:00:00,0,67207102,,,,,swamp or wetland,,,,False,https://data.globe.gov/system/photos/2020/06/28/1778666/original.jpg,GLOBE Observer App,,28.6147,identify,still: lake/pond/swamp,24937,-81.1711
2,mosquito_habitat_mapper,2020-06-28,2020-07-20T19:20:15,2020-07-20T21:00:03,2020-10-15T22:26:50,17043304,United States of America Citizen Science,209887,17RMM834655,,,28.616409,-81.169808,18.4,163819809,True,,,2020-06-28T15:05:00,0,67207102,1,True,,,swamp or wetland,False,,,False,https://data.globe.gov/system/photos/2020/06/28/1778667/original.jpg,GLOBE Observer App,,28.6165,identify,still: lake/pond/swamp,24938,-81.1692
3,mosquito_habitat_mapper,2020-06-28,2020-07-20T19:20:14,2020-07-20T21:00:02,2020-10-15T22:26:50,17043304,United States of America Citizen Science,209888,17RMM845650,,,28.611909,-81.158549,14.2,163819805,True,,,2020-06-28T15:39:00,0,67207102,,,,,"puddle or still water next to a creek, stream or river",,,,False,https://data.globe.gov/system/photos/2020/06/28/1778668/original.jpg,GLOBE Observer App,,28.6123,identify-later,flowing: still water found next to river or stream,24939,-81.1583
4,mosquito_habitat_mapper,2020-07-23,2020-07-24T15:05:03,2020-07-24T15:25:26,2020-10-15T22:26:50,17043304,United States of America Citizen Science,209888,17RMM845650,,,28.611909,-81.158549,14.2,163834044,True,,,2020-07-23T00:09:00,0,67207102,2,True,,Aedes,swamp or wetland,True,aegypti,,True,https://data.globe.gov/system/photos/2020/07/23/1788733/original.jpg,GLOBE Observer App,,28.6127,,still: lake/pond/swamp,25100,-81.1583
5,mosquito_habitat_mapper,2020-07-23,2020-07-24T15:05:03,2020-07-24T15:25:26,2020-10-15T22:26:50,17043304,United States of America Citizen Science,209888,17RMM845650,,,28.611909,-81.158549,14.2,163834044,True,,,2020-07-23T00:10:00,0,67207102,1,True,,Aedes,swamp or wetland,True,aegypti,,True,https://data.globe.gov/system/photos/2020/07/23/1788734/original.jpg,GLOBE Observer App,,28.6127,,still: lake/pond/swamp,25101,-81.1583
6,mosquito_habitat_mapper,2020-07-22,2020-07-24T15:05:06,2020-07-24T15:25:29,2020-10-15T22:26:50,17043304,United States of America Citizen Science,210268,17RMM834654,,,28.615506,-81.169807,15.5,163834047,True,,,2020-07-22T13:13:00,0,67207102,0,False,,,"puddle, vehhicle or animal tracks",False,,,False,https://data.globe.gov/system/photos/2020/07/22/1788726/original.jpg,GLOBE Observer App,,28.6156,identify,still: lake/pond/swamp,25094,-81.1696
7,mosquito_habitat_mapper,2020-07-22,2020-07-24T15:05:06,2020-07-24T15:25:29,2020-10-15T22:26:50,17043304,United States of America Citizen Science,210268,17RMM834654,,,28.615506,-81.169807,15.5,163834047,True,,,2020-07-22T23:59:00,0,67207102,0,False,,,"puddle, vehhicle or animal tracks",False,,,False,https://data.globe.gov/system/photos/2020/07/22/1788728/original.jpg,GLOBE Observer App,,28.6162,,still: lake/pond/swamp,25096,-81.169
8,mosquito_habitat_mapper,2020-07-23,2020-07-24T15:05:02,2020-07-24T15:25:11,2020-10-15T22:26:50,17043304,United States of America Citizen Science,210268,17RMM834654,,,28.615506,-81.169807,15.5,163834043,True,,,2020-07-23T00:01:00,0,67207102,0,False,,,"puddle, vehhicle or animal tracks",False,,,False,https://data.globe.gov/system/photos/2020/07/23/1788729/original.jpg,GLOBE Observer App,,28.6162,,still: lake/pond/swamp,25097,-81.169
9,mosquito_habitat_mapper,2020-07-10,2020-07-23T01:15:06,2020-07-23T13:10:15,2020-10-15T22:26:50,17043304,United States of America Citizen Science,210335,17RMM825659,,,28.620008,-81.179021,19.9,163829342,False,,,2020-07-10T00:11:00,0,67207102,0,False,,,trash container,True,,,False,https://data.globe.gov/system/photos/2020/07/10/1785300/original.jpg,GLOBE Observer App,,28.6203,identify-later,container: artificial,25046,-81.1782
